unique_id,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,row_id,cluster_id,confidence_score
INV-34290000006,2021-02-15,2687,Hy-Vee Fast & Fresh Express- Bettendorf,3470 Middle Road,Bettendorf,57222,POINT (-90.484139 41.551386),82,SCOTT,1032100,Imported Vodkas,115,CONSTELLATION BRANDS INC,34820,Svedka 80prf,12,750,8.25,12.38,12,148.56,9,2.37,INV-34290000006,602,0.81
INV-41725500009,2021-11-08,2687,Hy-Vee Fast & Fresh Express- Bettendorf,3470 Middle Road,Bettendorf,57222,POINT (-90.484139 41.551386),82,SCOTT,1031100,American Vodkas,209,MINHAS MICRO DISTILLERY,38581,Wisconsin Club Vodka,6,1750,6.5,9.75,6,58.5,10.5,2.77,INV-41725500009,602,0.81
INV-33181800171,2021-01-04,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1041100,American Dry Gins,370,PERNOD RICARD USA,32236,Seagrams Extra Dry Gin,12,750,6.99,10.49,24,251.76,18,4.75,INV-33181800171,93,0.81
INV-37452300062,2021-06-14,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1041100,American Dry Gins,370,PERNOD RICARD USA,32238,Seagrams Extra Dry Gin,6,1750,12.99,19.49,6,116.94,10.5,2.77,INV-37452300062,93,0.81
INV-38844100066,2021-08-02,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1012400,Irish Whiskies,395,PROXIMO,15526,Bushmills Black Bush Irish Whiskey,12,750,20.9,31.35,6,188.1,4.5,1.18,INV-38844100066,662,0.81
INV-34823500078,2021-03-08,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1031100,American Vodkas,421,SAZERAC COMPANY  INC,38088,Platinum 7x Vodka,6,1750,9.44,14.16,300,4248,525,138.69,INV-34823500078,93,0.81
INV-37849800024,2021-06-28,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1081400,American Schnapps,434,LUXCO INC,80571,Arrow Peppermint Schnapps Mini,12,50,4.55,6.83,4,27.32,0.2,0.05,INV-37849800024,93,0.81
INV-33734100124,2021-01-25,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1081400,American Schnapps,421,SAZERAC COMPANY  INC,83906,Maui Blue Hawaiian Schnapps,12,750,3.67,5.51,6,33.06,4.5,1.18,INV-33734100124,93,0.81
INV-37555300020,2021-06-16,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807,POINT (-90.550657 41.556966),82,SCOTT,1032100,Imported Vodkas,370,PERNOD RICARD USA,34003,Absolut Swedish Vodka 80prf,24,200,2.99,4.49,4,17.96,0.8,0.21,INV-37555300020,635,0.81
INV-35925500030,2021-04-19,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1011600,Straight Rye Whiskies,255,Infinium Spirits,26858,Templeton Rye 4YR,12,375,9.99,14.99,3,44.97,1.12,0.29,INV-35925500030,93,0.81
INV-40848000015,2021-10-11,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1011100,Blended Whiskies,492,WESTERN SPIRITS BEVERAGE,26176,Bird Dog Strawberry Mini,6,50,5,7.5,6,45,0.3,0.07,INV-40848000015,662,0.81
INV-39536600017,2021-08-25,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807,POINT (-90.550657 41.556966),82,SCOTT,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19066,Jim Beam,12,750,10.5,15.75,3,47.25,2.25,0.59,INV-39536600017,635,0.81
INV-38941200031,2021-08-04,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49185,Remy Martin VSOP Flask,12,375,12.52,18.78,12,225.36,4.5,1.18,INV-38941200031,93,0.81
INV-39315500015,2021-08-18,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1041100,American Dry Gins,260,DIAGEO AMERICAS,30317,Gordons Gin London Dry,12,1000,7,10.5,12,126,12,3.17,INV-39315500015,668,0.81
INV-36916400052,2021-05-25,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19486,Makers 46,6,750,21,31.5,6,189,4.5,1.18,INV-36916400052,668,0.81
INV-33181800049,2021-01-04,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1031200,American Flavored Vodka,205,E & J Gallo Winery,40594,New Amsterdam Peach,12,750,7.5,11.25,12,135,9,2.37,INV-33181800049,93,0.81
INV-36916400030,2021-05-25,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1062200,White Rum,35,BACARDI USA INC,43387,Castillo Silver Rum,12,1000,5.25,7.88,48,378.24,48,12.68,INV-36916400030,668,0.81
INV-33405600004,2021-01-12,3540,Super Target T-0533 / Davenport,5225 Elmore Ave,Davenport,52807,POINT (-90.528585 41.573196),82,SCOTT,1062500,Flavored Rum,370,PERNOD RICARD USA,42699,Malibu Mango Rum,12,750,7.49,11.24,12,134.88,9,2.37,INV-33405600004,253,0.81
INV-37555100015,2021-06-16,4640,Mart Stop #1 / Davenport,3527 Spring St,Davenport,52807,POINT (-90.547751 41.5563),82,SCOTT,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,96,129.6,9.6,2.53,INV-37555100015,92,0.81
INV-40023900076,2021-09-13,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1031100,American Vodkas,300,McCormick Distilling Co.,36908,McCormick 80prf Vodka PET,6,1750,7.47,11.21,12,134.52,21,5.54,INV-40023900076,662,0.81
INV-42092200028,2021-11-17,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807,"",82,SCOTT,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,2,21.6,3.5,0.92,INV-42092200028,635,0.81
INV-34678500033,2021-03-02,3731,Wal-Mart 1241 / Davenport,5811 Elmore Ave,Davenport,52807,POINT (-90.525525 41.580212),82,SCOTT,1022100,Mixto Tequila,395,PROXIMO,87409,Jose Cuervo Especial Silver,12,1000,13.5,20.25,12,234,12,3.17,INV-34678500033,330,0.81
INV-33181800104,2021-01-04,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1081400,American Schnapps,65,Jim Beam Brands,73456,Dekuyper Luscious Razzmatazz,12,750,6.5,9.75,12,117,9,2.37,INV-33181800104,93,0.81
INV-36302400042,2021-05-03,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1011100,Blended Whiskies,306,MISSISSIPPI RIVER DISTIL,28131,Cody Road Honey,6,750,16,24,6,144,4.5,1.18,INV-36302400042,662,0.81
INV-41117300026,2021-10-19,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77848,Smirnoff Vanilla,12,1000,9.25,13.88,12,166.56,12,3.17,INV-41117300026,668,0.81
INV-37858800005,2021-06-28,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1011100,Blended Whiskies,306,MISSISSIPPI RIVER DISTIL,28131,Cody Road Honey,6,750,16,24,6,144,4.5,1.18,INV-37858800005,662,0.81
INV-40112300006,2021-09-15,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1022200,100% Agave Tequila,65,Jim Beam Brands,89841,Hornitos Anejo,12,750,16,24,12,288,9,2.37,INV-40112300006,93,0.81
INV-36145500055,2021-04-27,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1082000,Imported Cordials & Liqueurs,619,Campari America,65127,Grand Marnier Cordon Rouge,12,1000,25.55,38.33,12,459.96,12,3.17,INV-36145500055,668,0.81
INV-33181800118,2021-01-04,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1011200,Straight Bourbon Whiskies,370,PERNOD RICARD USA,19009,Jeffersons Very Small Batch,6,750,17.62,26.43,6,158.58,4.5,1.18,INV-33181800118,93,0.81
INV-42409700017,2021-11-29,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17916,Elijah Craig,12,750,16,24,12,288,9,2.37,INV-42409700017,662,0.81
INV-43501300001,2022-01-04,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527117 41.557357),82,SCOTT,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,11.75,17.63,288,5077.44,288,76.08,INV-43501300001,668,0.81
INV-42881000096,2021-12-14,3731,Wal-Mart 1241 / Davenport,5811 Elmore Ave,Davenport,52807,POINT (-90.525525 41.580212),82,SCOTT,1031100,American Vodkas,421,SAZERAC COMPANY  INC,38088,Platinum 7x Vodka,6,1750,9.44,14.16,6,84.96,10.5,2.77,INV-42881000096,330,0.81
INV-38233600093,2021-07-12,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1041100,American Dry Gins,421,SAZERAC COMPANY  INC,30058,Fleischmanns Gin,6,1750,6.5,9.75,6,58.5,10.5,2.77,INV-38233600093,93,0.81
INV-38844100055,2021-08-02,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1081200,Cream Liqueurs,306,MISSISSIPPI RIVER DISTIL,80236,Iowish Cream Liqueur,6,750,10.17,15.26,12,183.12,9,2.37,INV-38844100055,662,0.81
INV-41177700014,2021-10-20,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807,"",82,SCOTT,1031100,American Vodkas,434,LUXCO INC,36301,Hawkeye Vodka Mini,12,50,4.13,6.2,12,74.4,0.6,0.15,INV-41177700014,635,0.81
INV-35242400007,2021-03-23,5666,Costco Wholesale #1325 / Davenport,2790 E 53rd St,Davenport,52807,POINT (-90.533235 41.574836),82,SCOTT,1011200,Straight Bourbon Whiskies,370,PERNOD RICARD USA,19017,Jeffersons Ocean Aged at Sea,6,750,39.98,59.97,60,3598.2,45,11.88,INV-35242400007,788,0.81
INV-43501400010,2022-01-04,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527117 41.557357),82,SCOTT,1011100,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11,16.5,240,3960,420,110.95,INV-43501400010,668,0.81
INV-34486300060,2021-02-22,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1012200,Scotch Whiskies,421,SAZERAC COMPANY  INC,4959,Glen Moray,6,750,24.84,37.26,6,223.56,4.5,1.18,INV-34486300060,662,0.81
INV-33181700067,2021-01-04,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1081400,American Schnapps,434,LUXCO INC,80571,Arrow Peppermint Schnapps Mini,12,50,4.55,6.83,4,27.32,0.2,0.05,INV-33181700067,93,0.81
INV-36916900001,2021-05-25,3540,Super Target T-0533 / Davenport,5225 Elmore Ave,Davenport,52807,POINT (-90.528585 41.573196),82,SCOTT,1042100,Imported Dry Gins,240,William Grant & Sons Inc,28625,Hendricks Gin,6,750,19,28.5,6,171,4.5,1.18,INV-36916900001,253,0.81
INV-42231800058,2021-11-22,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1701100,Temporary & Specialty Packages,35,BACARDI USA INC,101463,Bombay Sapphire Gin Spray Can Tin,6,750,13.5,20.25,1,20.25,0.75,0.19,INV-42231800058,662,0.81
INV-34497700141,2021-02-22,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1011400,Tennessee Whiskies,346,OLE SMOKY DISTILLERY LLC,86987,Ole Smoky Salty Watermelon Tennessee Whiskey,6,750,10,15,6,90,4.5,1.18,INV-34497700141,93,0.81
INV-33955500036,2021-02-02,3731,Wal-Mart 1241 / Davenport,5811 Elmore Ave,Davenport,52807,POINT (-90.525525 41.580212),82,SCOTT,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26820,Jack Daniels Old #7 Black Label Flat,24,375,7.5,11.25,24,270,9,2.37,INV-33955500036,330,0.81
INV-37555300007,2021-06-16,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807,POINT (-90.550657 41.556966),82,SCOTT,1062500,Flavored Rum,370,PERNOD RICARD USA,42716,Malibu Coconut,12,750,7.99,11.99,12,143.88,9,2.37,INV-37555300007,635,0.81
INV-35728800014,2021-04-12,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,60,1710,105,27.73,INV-35728800014,93,0.81
INV-35050200021,2021-03-16,5666,Costco Wholesale #1325 / Davenport,2790 E 53rd St,Davenport,52807,POINT (-90.533235 41.574836),82,SCOTT,1011200,Straight Bourbon Whiskies,85,Brown Forman Corp.,22207,Woodford Reserve Straight Bourbon,6,1750,39.76,59.64,6,357.84,10.5,2.77,INV-35050200021,788,0.81
INV-42933300058,2021-12-15,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1081300,American Cordials & Liqueur,434,LUXCO INC,79966,Arrow Creme de Almond,12,750,4.74,7.11,12,85.32,9,2.37,INV-42933300058,93,0.81
INV-38335200031,2021-07-14,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807,POINT (-90.550657 41.556966),82,SCOTT,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64511,Ciroc Apple,12,375,9.25,13.88,4,55.52,1.5,0.39,INV-38335200031,635,0.81
INV-35400800028,2021-03-29,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1011400,Tennessee Whiskies,346,OLE SMOKY DISTILLERY LLC,86987,Ole Smoky Salty Watermelon Tennessee Whiskey,6,750,10,15,6,90,4.5,1.18,INV-35400800028,662,0.81
INV-35024000180,2021-03-15,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1022200,100% Agave Tequila,35,BACARDI USA INC,88296,Patron Silver,12,750,27.5,41.25,60,2475,45,11.88,INV-35024000180,93,0.81
INV-33921000010,2021-02-01,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1031100,American Vodkas,205,E & J Gallo Winery,36971,New Amsterdam 80prf,6,1750,14,21,6,126,10.5,2.77,INV-33921000010,93,0.81
INV-43325700004,2021-12-28,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527117 41.557357),82,SCOTT,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19068,Jim Beam,6,1750,21.5,32.25,6,193.5,10.5,2.77,INV-43325700004,668,0.81
INV-42608900052,2021-12-06,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1031100,American Vodkas,300,McCormick Distilling Co.,36908,McCormick 80prf Vodka PET,6,1750,7.47,11.21,6,67.26,10.5,2.77,INV-42608900052,662,0.81
INV-33525200088,2021-01-18,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35315,Barton Vodka PET,12,750,3.37,5.06,12,60.72,9,2.37,INV-33525200088,93,0.81
INV-40223000218,2021-09-20,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10808,Crown Royal Regal Apple,12,1000,19.39,29.09,12,349.08,12,3.17,INV-40223000218,93,0.81
INV-34911700030,2021-03-10,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807,POINT (-90.550657 41.556966),82,SCOTT,1071100,Cocktails /RTD,395,PROXIMO,58835,Jose Cuervo Authentic Lime Margarita,6,800,4.62,6.93,6,41.58,4.8,1.26,INV-34911700030,635,0.81
INV-35555400026,2021-04-05,2678,Hy-Vee Fast & Fresh / Davenport,3200 E KIMBERLY RD.,Davenport,52807,POINT (-90.527278 41.553879),82,SCOTT,1062400,Spiced Rum,260,DIAGEO AMERICAS,43285,Captain Morgan Original Spiced PET,12,750,9.06,13.59,12,163.08,9,2.37,INV-35555400026,603,0.81
INV-42030600023,2021-11-16,3731,Wal-Mart 1241 / Davenport,5811 Elmore Ave,Davenport,52807,POINT (-90.525525 41.580212),82,SCOTT,1031100,American Vodkas,65,Jim Beam Brands,34579,Pinnacle,12,750,6.5,9.75,12,117,9,2.37,INV-42030600023,330,0.81
INV-42834700057,2021-12-13,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1062400,Spiced Rum,260,DIAGEO AMERICAS,43244,Captain Morgan 100prf Spiced Rum,12,750,10.49,15.74,12,188.88,9,2.37,INV-42834700057,662,0.81
INV-39652300052,2021-08-30,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1071100,Cocktails /RTD,65,Jim Beam Brands,63277,On the Rocks Cocktails Cruzan Mai Tai,24,200,3.26,4.89,24,117.36,4.8,1.26,INV-39652300052,93,0.81
INV-37898200025,2021-06-29,3731,Wal-Mart 1241 / Davenport,5811 Elmore Ave,Davenport,52807,POINT (-90.525525 41.580212),82,SCOTT,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,10.45,15.68,12,188.16,21,5.54,INV-37898200025,330,0.81
INV-37069800042,2021-06-01,2678,Hy-Vee Fast & Fresh / Davenport,3200 E KIMBERLY RD.,Davenport,52807,POINT (-90.527278 41.553879),82,SCOTT,1062500,Flavored Rum,65,Jim Beam Brands,44428,Cruzan Blueberry Lemonade,12,750,7,10.5,1,10.5,0.75,0.19,INV-37069800042,603,0.81
INV-35049700012,2021-03-16,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,59037,Desert Island Long Island Iced Tea Cocktail,12,1000,4.36,6.54,60,392.4,60,15.85,INV-35049700012,668,0.81
INV-42608900017,2021-12-06,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1012400,Irish Whiskies,322,Prestige Wine & Spirits Group / United States Distilled Products Co,67309,Whistler Honey Irish Whiskey,6,750,17.5,26.25,6,157.5,4.5,1.18,INV-42608900017,662,0.81
INV-43297600006,2021-12-27,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5327,Johnnie Walker Black,12,1000,27.74,41.61,12,499.32,12,3.17,INV-43297600006,662,0.81
INV-34381400022,2021-02-17,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807,POINT (-90.550657 41.556966),82,SCOTT,1031100,American Vodkas,297,Laird & Company,35926,Five O'Clock Vodka PET,12,750,3.37,5.06,12,60.72,9,2.37,INV-34381400022,635,0.81
INV-35555400074,2021-04-05,2678,Hy-Vee Fast & Fresh / Davenport,3200 E KIMBERLY RD.,Davenport,52807,POINT (-90.527278 41.553879),82,SCOTT,1031100,American Vodkas,380,Phillips Beverage,37664,Row Vodka Mini,12,50,3.51,5.27,4,21.08,0.2,0.05,INV-35555400074,603,0.81
INV-35956800039,2021-04-20,3354,Sam's Club 8238 / Davenport,3845 Elmore Ave.,Davenport,52807,POINT (-90.527081 41.559731),82,SCOTT,1022200,100% Agave Tequila,65,Jim Beam Brands,89837,Hornitos Gold,12,1000,15,22.5,12,270,12,3.17,INV-35956800039,668,0.81
INV-34828900022,2021-03-08,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26585,Gentleman Jack,12,375,8.5,12.75,5,63.75,1.87,0.49,INV-34828900022,662,0.81
INV-37256400002,2021-06-07,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1062400,Spiced Rum,260,DIAGEO AMERICAS,43331,Captain Morgan Original Spiced Mini,12,50,4.8,7.2,12,86.4,0.6,0.15,INV-37256400002,662,0.81
INV-35213200008,2021-03-22,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1012100,Canadian Whiskies,259,Heaven Hill Brands,10548,Black Velvet Toasted Caramel,6,1750,10.45,15.68,6,94.08,10.5,2.77,INV-35213200008,662,0.81
INV-43501700013,2022-01-04,3540,Super Target T-0533 / Davenport,5225 Elmore Ave,Davenport,52807,POINT (-90.528583 41.573179),82,SCOTT,1062400,Spiced Rum,395,PROXIMO,46504,Kraken Black Spiced Rum,12,750,10.45,15.68,12,188.16,9,2.37,INV-43501700013,253,0.81
INV-42324800009,2021-11-24,3715,Kimberly Mart / Davenport,1714 E Kimberly Rd,Davenport,52807,"",82,SCOTT,1031100,American Vodkas,300,McCormick Distilling Co.,36908,McCormick 80prf Vodka PET,6,1750,7.47,11.21,6,67.26,10.5,2.77,INV-42324800009,635,0.81
INV-36982500018,2021-05-26,4640,Mart Stop #1 / Davenport,3527 Spring St,Davenport,52807,POINT (-90.547751 41.5563),82,SCOTT,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64866,Fireball Cinnamon Whiskey,12,750,9,13.5,12,162,9,2.37,INV-36982500018,92,0.81
INV-43837000033,2022-01-17,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1022200,100% Agave Tequila,205,E & J Gallo Winery,89533,Familia Camarena Reposado,12,750,12.5,18.75,12,225,9,2.37,INV-43837000033,662,0.81
INV-33570600012,2021-01-19,3731,Wal-Mart 1241 / Davenport,5811 Elmore Ave,Davenport,52807,POINT (-90.525525 41.580212),82,SCOTT,1031100,American Vodkas,255,Infinium Spirits,37888,Seagrams Extra Smooth Vodka,6,1750,10,15,6,90,10.5,2.77,INV-33570600012,330,0.81
INV-34290500035,2021-02-15,2678,Hy-Vee Fast & Fresh / Davenport,3200 E KIMBERLY RD.,Davenport,52807,POINT (-90.527278 41.553879),82,SCOTT,1031100,American Vodkas,434,LUXCO INC,36305,Hawkeye Vodka PET,12,750,3.34,5.01,24,120.24,18,4.75,INV-34290500035,603,0.81
INV-43108500238,2021-12-21,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5326,Johnnie Walker Black,12,750,21.49,32.24,12,386.88,9,2.37,INV-43108500238,93,0.81
INV-34098400050,2021-02-08,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1031200,American Flavored Vodka,259,Heaven Hill Brands,40363,Burnetts Tropical Punch,12,750,4.5,6.75,12,81,9,2.37,INV-34098400050,93,0.81
INV-41514500146,2021-11-01,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1012100,Canadian Whiskies,259,Heaven Hill Brands,11788,Black Velvet,6,1750,10.45,15.68,12,188.16,21,5.54,INV-41514500146,93,0.81
INV-39921800004,2021-09-09,4640,Mart Stop #1 / Davenport,3527 Spring St,Davenport,52807,POINT (-90.547751 41.5563),82,SCOTT,1051100,American Brandies,205,E & J Gallo Winery,52593,E & J VS,24,200,2,3,72,216,14.4,3.8,INV-39921800004,92,0.81
INV-43646300037,2022-01-10,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1031100,American Vodkas,205,E & J Gallo Winery,36971,New Amsterdam 80prf,6,1750,14,21,6,126,10.5,2.77,INV-43646300037,662,0.81
INV-40223000169,2021-09-20,2614,Hy-Vee #3 Food & Drugstore / Davenport,1823 E Kimberly Rd,Davenport,52807,POINT (-90.548919 41.55678100000001),82,SCOTT,1071100,Cocktails /RTD,395,PROXIMO,58910,Jose Cuervo Grapefruit Tangerine,6,200,4.64,6.96,6,41.76,1.2,0.31,INV-40223000169,93,0.81
INV-44062400059,2022-01-24,2635,Hy-Vee #4 / Davenport,4064 E 53rd St,Davenport,52807,POINT (-90.513769 41.574973),82,SCOTT,1082200,Imported Schnapps,421,SAZERAC COMPANY  INC,69656,Dr McGillicuddys Mentholmint,12,750,8.66,12.99,12,155.88,9,2.37,INV-44062400059,662,0.81
INV-36145900012,2021-04-27,3731,Wal-Mart 1241 / Davenport,5811 Elmore Ave,Davenport,52807,POINT (-90.525525 41.580212),82,SCOTT,1082000,Imported Cordials & Liqueurs,259,Heaven Hill Brands,65195,Hpnotiq,6,750,10,15,6,90,4.5,1.18,INV-36145900012,330,0.81
